review_id,product_id,product_name,reviewer_company_size,source_platform,review_date,overall_rating,topic_id,probability,text_field,text,macro_group,group_label
4502882,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2020-12-07T16:08:02.007-06:00,3.5,6,0.0203,recommendations,"As we are a multinational company with employees based everywhere in the world, we need a customer relationship management tool to communicate each other on the progress of each pursuit and get help from all people involved.",inventory_orders,Inventory & Orders
1677473,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2020-10-30T10:01:25.419-05:00,5.0,15,0.1715,recommendations,"Payroll reports are a snap; it saves so much time knowing that the system is taking care of keeping records for us. I like that I can set up shortcuts to reports on my boss' account, allowing him direct access to the reports helps to keep him in the loop and he doesn't have to rely on others to get the information he needs.",other,Other
4396060,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-09-24T04:02:39.054-05:00,2.0,12,0.2838,recommendations,"We really use it to run our business. Dynamics is why we are able to provide for our customers at the end of the day. I really do like the support features that come along with Dynamics. Not the biggest fan, it is functional, but I cannot wait for our",accounting_bookkeeping,Accounting & Bookkeeping
4674873,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2021-04-14T03:05:00.205-05:00,4.0,12,1.0,recommendations,I am no longer using Microsoft Dynamics GP - now I work for a non-profit organization. MICROSOFT DYNAMICS GP -,accounting_bookkeeping,Accounting & Bookkeeping
4484076,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-11-21T09:25:40.923-06:00,4.5,12,0.035,recommendations,"The need of a digital transformation was indispensable for a more promising future of our company, the implementation of new technologies to enter to compete with more equal conditions in the market. Level and excellence at hand with Microsoft",accounting_bookkeeping,Accounting & Bookkeeping
4517527,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2020-12-15T09:28:34.169-06:00,4.0,12,0.4376,recommendations,"It is amazing how we have been able to solve a lot of problems with Microsoft Dynamics GP such as productivity, integrations with MS Office and other tools such as Sharepoint has helped us to work collaboratively thanks to its functions of task assignment and monitoring, thanks to the sum of efforts and the tools of Microsoft Dynamics GP we have been able to carry out a lot of projects, we no longer have inaccuracies in the accounting area since all the payments of employee payroll, inventory management and cash flow management are made through Microsoft Dynamics GP Microsoft Dynamics",accounting_bookkeeping,Accounting & Bookkeeping
4416162,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-10-13T03:23:24.587-05:00,4.5,9,0.0131,recommendations,General Ledger is now more streamlined. We have shaved several hours off the Journal entry process.,invoicing_payments,Invoicing & Payments
4363884,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2020-09-09T04:28:33.561-05:00,4.5,12,0.0713,recommendations,Microsoft Dynamics 365 Business Central is powerful cetralized sytem to run a company.IT helped me in restructuring of my company and mantain the hiring to retiring employees roadmap.It also help the HR sysyem to manage and organise the employee records. Stable and Powerful Business & Financial,accounting_bookkeeping,Accounting & Bookkeeping
4428713,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-10-21T09:12:12.673-05:00,5.0,17,0.3394,recommendations,"We are using NAV in finance and it solves all problem as to accounting of general expenses, payables, receivables, fixed assets etc Great",other,Other
4508218,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-12-09T09:32:16.484-06:00,5.0,17,0.0117,recommendations,"Current we are using the finance module alot,Our finance department is well organized now and accountable. Microsoft NAV",other,Other
4319754,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-08-03T09:49:32.427-05:00,2.5,14,0.1568,recommendations,"I had to many problems with it to solve any problems. It was part of a system overhaul for a local company , and we looked at many products. If we had used it for a company with low turnover, then it might have been more feasible. They needed something a new person could learn quickly, someone who might also be learning marketing terms at the same time - especially if there is nobody to train the individual now expected to know the system. This was just not true for the trucking company. Microsoft",noise,Noise / Filler
4515066,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-12-14T08:58:15.060-06:00,4.5,17,0.0544,recommendations,"Sales management , Purchase orders, Booking and Billing . Dynamics NAV : a future of",other,Other
4383429,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2020-09-14T12:20:45.625-05:00,4.0,9,0.0125,recommendations,General Ledger Security is easily solved with Dynamics,invoicing_payments,Invoicing & Payments
3469224,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-10-22T12:59:10.482-05:00,3.5,9,1.0,recommendations,"The bank reconciliation portion is much easier to use than my old system - it kept throwing out an error every November, corrupting our files. Now that we have switched, we no long have issues with our balance sheets/income statement being off. It is also very beneficial to be able to send invoices direct from the system. Something my old platform wasn't capable of.",invoicing_payments,Invoicing & Payments
3419647,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-10-21T07:12:41.318-05:00,4.0,6,0.1,recommendations,"The complete management of the work process from the sales offer, to the sales order, to the purchase order, to the supply and to the delivery, the whole process is well linked and is perfect. The sales analysis of sales with margins is well structured, and the overall company balance is well managed.",inventory_orders,Inventory & Orders
4291487,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-07-07T12:57:22.241-05:00,3.5,0,1.0,recommendations,Keeping accounts payable and vendor information in order. Can store a lot of information and it has an easy lookup function.,payroll_hr,Payroll & HR
3855795,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-12-13T07:18:53.191-06:00,4.5,6,0.102,recommendations,"Here we monitor our orders, general server and invoicing. We have batch jobs that automate much of the sales process, thus reducing our manual workload. Therefore, within the method we manage our stock and raw materials. Financial Management",inventory_orders,Inventory & Orders
3159293,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-09-10T05:42:32.522-05:00,5.0,20,0.0924,recommendations,"Vox ISM is now reaching new territory, markets and industry that were not possible before",automation_workflow,Automation & Workflow
4203921,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2020-04-27T03:16:27.480-05:00,3.0,10,0.1463,recommendations,Having access to the program and data from anywhere is imperative while working from home so this software is great!,other,Other
3597281,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-11-07T03:32:32.161-06:00,1.0,6,0.0127,recommendations,The problems Dynamics solved were staying organized and providing a centralized platform for sales communication and processes. The reminders and scheduled tasks such as following up were very helpful. Use,inventory_orders,Inventory & Orders
3094001,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-08-29T14:24:24.081-05:00,4.0,12,0.3868,recommendations,We mainly use the application as out-of-box; so have not customized much and our core uses are parallel to what we did with Dynamics GP. Microsoft Dynamics 365,accounting_bookkeeping,Accounting & Bookkeeping
3283621,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-09-25T08:30:19.905-05:00,4.0,11,0.0239,recommendations,Assess well the hierarchical effect and the essential licenses in the functions of the expert figures.,noise,Noise / Filler
1521529,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-07-03T05:26:38.986-05:00,4.0,2,1.0,recommendations,Financial reports generated on time. as long as i feed data in my system i can access accurate reports on time. these has brought about timely statements sent to creditors and proving openness and trust which is good thing in business. THE BEST FINANCIAL SOFTWARE WHEN IT COMES TO,accounting_bookkeeping,Accounting & Bookkeeping
3182603,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-10-09T11:55:18.106-05:00,4.0,12,0.1784,recommendations,"One of the biggest strengths Microsoft Dynamics 365 Business Central offers is its customizability. Another key advantage of Dynamics 365 Business Central is its flexibility,,Do business anywhere,Start quickly and scale when you need.,Safeguard your business,Move to the cloud Microsoft Dynamics 365 Business Central delivers a host of benefits to",accounting_bookkeeping,Accounting & Bookkeeping
4114940,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-02-18T02:12:00.599-06:00,0.5,14,0.0863,recommendations,"Lots of errors, the time to complete tasks has at least tripled! Difficult",noise,Noise / Filler
3128179,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-09-04T09:51:16.574-05:00,4.0,10,0.0219,recommendations,"It’s cloud based hence reduces the requirement for maintaining Big infrastructure team as all system maintenance. Upgrade, backup etc are taken care by Microsoft It’s latest version of",other,Other
3412239,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-10-15T03:58:03.419-05:00,3.5,2,0.1444,recommendations,"Better client tracking, reporting is relatively easy, and the web-based nature of the tool is convenient.",accounting_bookkeeping,Accounting & Bookkeeping
3348423,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-10-07T10:17:33.215-05:00,4.0,16,1.0,recommendations,give to a small subsidiary a powerfull ERP and integrated with our core ERP system good,multi_entity,Multi-Entity & Consolidation
2654673,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-07-03T08:34:14.416-05:00,4.0,13,0.0824,recommendations,"A tool that allows a solution of problems quickly. Managing data that reflects trends, problem solving and various parameters in an efficient manner. Giving guidelines to direct the effort with clients and develop new projects, for the benefit of both parties. It helps to connect the parts of the business and reveals information about customers, operational processes and the best path to growth, sharing data and collaborating to achieve better results. We save time and costs.",other,Other
3345782,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-10-24T10:11:40.171-05:00,5.0,0,0.023,recommendations,having to manually write purchase orders and different departments are integrated within the system so less paperwork after it's started. also allows me to have limited access to the other departments so that i can further and better do my job,payroll_hr,Payroll & HR
3136564,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-09-14T19:05:28.620-05:00,5.0,10,0.0957,recommendations,Great for a small business and scales up to large with apps from app source.,other,Other
154162,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-10-25T15:18:40.613-05:00,4.5,14,1.0,recommendations,We currently don't have any to solve because GP has solved our main issues for us.,noise,Noise / Filler
3353834,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-10-03T19:37:33.737-05:00,1.5,17,0.1684,recommendations,Our company is solving communication issues with NAV and expediting order processing.,other,Other
3474398,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-10-24T11:46:48.763-05:00,4.0,2,0.1674,recommendations,"Easy to generate trial balance report from GP, which helps review financial statements during month end.",accounting_bookkeeping,Accounting & Bookkeeping
3430421,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-10-17T23:35:09.922-05:00,1.5,6,0.0826,recommendations,Keeping everything accessible for everyone in the company. Easy to keep track of orders,inventory_orders,Inventory & Orders
3255730,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-09-23T18:37:41.614-05:00,3.5,7,0.1177,recommendations,"It helps employees input time sheets and keep track of hours between work, time off, and holiday hours.",noise,Noise / Filler
4140540,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2020-03-09T10:29:41.197-05:00,4.0,11,0.2634,recommendations,Customer experience and increase the satisfaction One if best,noise,Noise / Filler
3238152,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-09-20T23:49:39.680-05:00,4.0,11,0.1461,recommendations,Efficiencies are very apparent. We initially began with 3 people in Accounts Payable we are now at 1 person. Once we move to EFT payments and move from weekly check runs we will be even more efficient. Microsoft,noise,Noise / Filler
3620691,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-11-09T21:27:35.266-06:00,4.0,12,0.426,recommendations,Dynamics works well for our Company. As ever there are teething issues that are only identified upon full use.,accounting_bookkeeping,Accounting & Bookkeeping
3617124,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-11-08T18:15:13.150-06:00,3.0,2,0.113,recommendations,Tracking the information obtained at the meetings or over the phone.,accounting_bookkeeping,Accounting & Bookkeeping
3030519,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-08-22T14:12:35.062-05:00,3.0,11,0.1754,recommendations,"The biggest benefits is the simplicity of printing trail balances, and retainage reports. Construction Accounting with",noise,Noise / Filler
2607575,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-06-27T01:47:17.169-05:00,,13,0.1402,recommendations,The only benefits i solved is to have a main DB with all the main informations in it.,other,Other
3355753,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-10-07T10:35:50.805-05:00,4.5,11,0.1301,recommendations,There are lot of benefits I came across. it increases financial visibility and optimizes our supply chain Overview of Microsoft,noise,Noise / Filler
1809344,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-02-25T21:30:24.601-06:00,3.0,0,0.0247,recommendations,"Finance, Payroll, Time-Attendance, Sales and Operations Module to facilitate all departments operations. It is an Off-Shelf product and still be customised as per specific requirements. Product Review -",payroll_hr,Payroll & HR
2419655,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-06-12T21:22:56.868-05:00,4.0,16,1.0,recommendations,We needed a powerful and reliable ERP software that could grow with us. Excellent,multi_entity,Multi-Entity & Consolidation
3226133,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-09-18T12:25:03.967-05:00,3.5,10,0.1979,recommendations,I am not currently a user. Working in,other,Other
3146314,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-09-08T18:40:08.509-05:00,4.5,10,1.0,recommendations,That it is available on the cloud,other,Other
3279983,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-09-24T21:16:52.508-05:00,4.0,17,0.0142,recommendations,"I used Microsoft dynamics nav for accounting record keeping, including customer and vendor management.",other,Other
3301931,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-09-27T01:42:00.795-05:00,4.0,11,0.0729,recommendations,Eases the dayly work because it's all in one place and you do not need to run different software in your day. Microsoft,noise,Noise / Filler
1069709,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-10-30T23:35:33.718-05:00,5.0,12,0.1725,recommendations,"Microsoft Dynamics is a effective tool for reporting, keeping the CS information and lots more. It is an useful tool with the ease of use.If i talk about the pricing of this product it is a cost saving product.",accounting_bookkeeping,Accounting & Bookkeeping
2375020,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-05-30T11:22:21.862-05:00,4.5,7,0.1398,recommendations,"I use it daily for accounting such as booking JE, accrue, look for transaction's detail, run report. Microsoft",noise,Noise / Filler
986503,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-10-18T16:26:02.050-05:00,4.0,12,0.3731,recommendations,"Working for a regional retailer, we switched to Dynamics GP to use for our accounting and general ledger when we decided to switch our ERP system. The new ERP did not have an accounting piece built in properly, so our solution was to take an export from the ERP into Dynamics. The ERP was able to send out a basic daily pass off of sorts, that we then were able to import into Dynamics. We were able to import batches every day, but unfortunately the ERP did not have very accurate accounting. At this time we are searching to see if we should use Dynamics for our ERP solution. Effective for Reporting in",accounting_bookkeeping,Accounting & Bookkeeping
2659144,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-07-03T16:44:32.902-05:00,4.5,6,1.0,recommendations,Sales and marketing and I believe that I would be getting positive results because the products have been updated and very okay for usage now,inventory_orders,Inventory & Orders
2886995,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-07-31T13:43:16.536-05:00,4.0,6,0.0879,recommendations,We have solved Inventory and WMS issues that existed prior to rolling out WMS for GP Runs as designed.,inventory_orders,Inventory & Orders
2657155,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-07-03T11:39:41.173-05:00,3.5,11,0.1499,recommendations,It makes it easy to manage clients.,noise,Noise / Filler
2318277,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-05-23T15:45:08.910-05:00,4.0,0,0.3003,recommendations,I use this tool to enter orders. It helps pull a lot of information from different places and print it all onto a work order.,payroll_hr,Payroll & HR
1201621,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-11-19T18:10:41.509-06:00,3.5,15,0.1784,recommendations,"Showing payment, sick/vacation time, and W4 to all employees",other,Other
2878798,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-09-10T10:02:15.371-05:00,4.0,13,0.0855,recommendations,"Creating data reports, budgets and spreadsheet. It is beneficial for organization. Microsoft",other,Other
1470909,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-12-31T12:19:25.437-06:00,4.5,12,0.1733,recommendations,We are generating many adhoc Financial reports directly through smart list with the help of any external software. Microsoft Dynamics GP - Best,accounting_bookkeeping,Accounting & Bookkeeping
1766834,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-02-19T18:55:12.837-06:00,4.5,0,0.1355,recommendations,Our accounting office is more efficient and we're better able to get needed information to other areas of our company in a timely manner. Great,payroll_hr,Payroll & HR
1988945,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2019-03-26T13:02:30.308-05:00,4.0,9,0.0357,recommendations,Ability to post transactions to the GL which feed in to the financial statements. Microsoft,invoicing_payments,Invoicing & Payments
1784293,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-02-20T08:41:49.037-06:00,2.5,0,0.0334,recommendations,"Entering POs, Blanket POs and contracts so that invoices can be paid, from proper account numbers. Many functions on Accounting side are very powerful. Reports are good too as long as you create them properly.",payroll_hr,Payroll & HR
1856007,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-03-01T19:19:15.029-06:00,2.5,22,0.0381,recommendations,Use for monthly financial reporting and,other,Other
1832158,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-02-28T09:00:20.719-06:00,2.5,12,0.4487,recommendations,"Use GP for financial reporting, relative easy to use",accounting_bookkeeping,Accounting & Bookkeeping
1359791,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-12-14T20:33:18.752-06:00,4.5,7,0.1787,recommendations,"It definitely solved manual, tedious tasks that we used to deal with at work. The benefits I realized is that it effectively allows us to pay customers in an automated and quick way.",noise,Noise / Filler
851820,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-08-25T00:07:16.151-05:00,4.5,7,0.1454,recommendations,"We use it primarily for accounting and AP recording of transactions. Great Program, To be",noise,Noise / Filler
2295026,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-05-21T10:24:24.657-05:00,4.5,6,0.0996,recommendations,Tracking sales and analyzing results on a variety of levels. Managing future inventory etc,inventory_orders,Inventory & Orders
872975,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2018-09-10T12:41:25.456-05:00,4.5,0,0.2669,recommendations,Service delivery have improved since every user can access data directly from the system instead of enquiring through email. Financial statements are delivered to the clients on time since they come directly from the sytem.,payroll_hr,Payroll & HR
671323,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-04-12T02:51:52.704-05:00,4.0,12,1.0,recommendations,"MS Dynamics GP is accounting software. So, we are using it as our general ledger. The software makes sure the typical accounting controls are adhered to (debits = credits, user restrictions, etc.). The software appears to tackles all of these things sufficiently.",accounting_bookkeeping,Accounting & Bookkeeping
651770,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2018-04-07T20:43:06.765-05:00,3.5,17,0.6678,recommendations,I used NAV in the Retail and was part of the implementation process. It is easy to lean and has a very intuitive user interface that most people get familiar with very quickly. It is customizable and in the lower end of the price range for the features you get. However customization can get expensive if you need features that are not out of the box. MS,other,Other
1818658,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2019-02-24T20:12:07.703-06:00,4.0,17,1.0,recommendations,Better records re: spending on each unit NAV after,other,Other
1290174,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-12-06T01:33:30.161-06:00,5.0,22,1.0,recommendations,Easy year-end close process and has helped with our Certified payroll Very Straight,other,Other
714370,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-05-18T17:48:57.184-05:00,4.0,4,0.1029,recommendations,We use Great Plains as our POS system for many years and it has been very reliable for the most part.,project_budgeting,Project & Budgeting
1601207,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2019-01-18T07:05:10.575-06:00,3.0,13,0.3148,recommendations,learn the dashboard to use the data effectively microsoft and data beyond the books,other,Other
526717,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-01-02T12:45:57.523-06:00,4.0,17,0.0788,recommendations,"We use NAV for all of our general accounting, A/R, A/P, Fixed Assets, and Budgeting needs. The software makes things like periodic depreciation very easy and you can set up different depreciation books and use multiple books for a single asset if you need to. Permissions are set up at a user level, and are highly sensitive, so if you have specific people who only need certain levels of access vs others who need unrestricted access, it is simple to set those permissions up. Highly",other,Other
370240,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-01-01T03:57:36.697-06:00,3.5,16,0.0355,recommendations,we needed an accounting and erp system,multi_entity,Multi-Entity & Consolidation
604307,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-03-22T16:12:13.024-05:00,1.5,17,0.39,recommendations,We are solving issues with invoicing and purchase orders with Nav. The benefits of the program are that it has better connected our supply chain and accounting teams to work more closely when procuring supplies.,other,Other
520510,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2017-12-28T15:13:46.111-06:00,2.0,16,0.0096,recommendations,We are using it as a Main ERP and it runs all the tasks involved in the process of the company. We found that it can do things that our previous ERP couldn't like integrate with other Microsoft products. It can take bigger databases. Lots of,multi_entity,Multi-Entity & Consolidation
941133,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-10-10T16:45:40.052-05:00,2.0,0,1.0,recommendations,"manufacturing, servicing, sales, accounting are all under one app",payroll_hr,Payroll & HR
704992,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-05-07T16:28:50.039-05:00,3.5,0,0.2272,recommendations,"We are solving problems with invoices not being paid on time, having invoices made a created on time to send out to our customers/buyers, we are solving the issues of managing our inventory in our warehouse also.",payroll_hr,Payroll & HR
695330,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-04-30T18:07:45.025-05:00,3.5,12,0.1758,recommendations,"This business software provides you with customer information, case management, service history and support knowledge in the desktops of customer service staff, offering them the tools to perform an efficient and consistent service that improves the profitability and loyalty of customers. Microsoft Dynamics",accounting_bookkeeping,Accounting & Bookkeeping
904313,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2018-10-02T15:11:39.848-05:00,5.0,2,0.1645,recommendations,"Smartlist to pull the information from the modules, SQL Quering and build reports based of that info make use of Add on's and so many other things. One of the BEST",accounting_bookkeeping,Accounting & Bookkeeping
543174,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2018-01-10T10:47:19.597-06:00,4.0,12,0.0111,recommendations,"In both businesses, we used SL to track hundreds or even thousands of projects, expense, products, labor, and monthly / yearly reporting. SL was also our main system for tracking and reconciling inventory for multiple warehouses all over the United States. We also partnered with several major banks in a processing capacity for several large incentive programs that are still running to the day. Microsoft Dynamics SL Admin and",accounting_bookkeeping,Accounting & Bookkeeping
619467,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-02-15T10:53:02.386-06:00,4.5,17,0.8988,recommendations,All of our orders are processed through NAV. This is a great tool for our small business because it sorts B2B and B2C. We can easily pull reports daily with this software.,other,Other
680930,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-04-21T21:12:10.442-05:00,5.0,17,0.7939,recommendations,NAV is helping us to cut down on manual preparation of financial data/reports.,other,Other
689638,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-04-25T16:08:44.872-05:00,4.0,0,0.3373,recommendations,"Invoicing in a timely manner. You can send the invoice to customer via email real time, once product is shipped.",payroll_hr,Payroll & HR
1040217,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-10-26T17:39:53.659-05:00,2.5,22,0.0546,recommendations,Day to day accounting and month-end reporting,other,Other
496993,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2017-12-13T12:21:44.904-06:00,2.5,12,0.2047,recommendations,We use Microsoft Dynamics solely for General Ledger purposes. All of our data is imported into Dynamics so that we can general reports and financial statements. We post monthend and correcting journal entries through Microsoft Dynamics. We use access to import large repetitive type journal entries. I use Microsoft Dynamics,accounting_bookkeeping,Accounting & Bookkeeping
685237,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2018-04-25T03:54:44.806-05:00,4.5,16,0.0166,recommendations,"Related Financial issues,most common warehouse issues like Purchase,receiving and inventory related issues. Best Platform for ERP - Microsoft",multi_entity,Multi-Entity & Consolidation
622410,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2018-02-19T16:17:09.034-06:00,3.5,7,0.1435,recommendations,We are using it to store our interactions with others. It's efficient enough to use it,noise,Noise / Filler
682217,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-04-23T04:16:34.664-05:00,4.0,25,0.2037,recommendations,"The program was easy to use, so it didn't take long to ramp up on it. It was also easy enough to use that the engineers and truck drivers were able to interact with it.",ease_of_use,Ease of Use & UX
470809,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2017-11-19T11:03:49.629-06:00,4.5,2,0.0543,recommendations,"Reporting allows us to analyze what product is selling, what we need to order, etc...Financials also help know which direction we need to improve and where we are exceling. Microsoft",accounting_bookkeeping,Accounting & Bookkeeping
667740,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2018-04-09T17:05:33.282-05:00,2.5,0,0.2379,recommendations,This is our general ledger tool and everything imports directly into the system. It helps things by being automated (3rd party).,payroll_hr,Payroll & HR
657559,MSFT-D365-001,Microsoft Dynamics 365,small-business,g2,2018-03-31T22:13:02.054-05:00,3.5,12,0.4703,recommendations,"Microsoft Dynamics GP covers standard ERP modules, especially for sales, purchase, inventory, simple manufacturing, AR, AP, Bank and GL modules.",accounting_bookkeeping,Accounting & Bookkeeping
554616,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-01-13T02:34:46.586-06:00,4.0,15,0.0804,recommendations,"Issuing W9s for the tax year is tedious. GP has the ability to get them out quickly, even through Multi-Facility. About 2 years ago they updated to include printing the 1096 transmittal form - yay Ease of drill down under Inquiries, lets you see invoices with payment and credit details.",other,Other
526623,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-01-02T11:58:23.255-06:00,2.0,11,0.2356,recommendations,The biggest benefit is being able to easily create time sheets.,noise,Noise / Filler
362685,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2017-08-06T14:41:56.210-05:00,2.0,17,0.017,recommendations,TLC Marketing uses Microsoft Dynamics NAV as the primary Enterprise Resource Planning platform in our business. It serves as our CRM system and client database. We also keep track of the sales team's and SDR rep's productivity via NAV and our revenue forecasting is based on data entered into the system. Both the front end and the back-end of TLC Marketing rely on Microsoft Dynamics NAV to keep track of production flows and profitability.,other,Other
504298,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-03-31T23:34:24.244-05:00,3.5,5,0.1806,recommendations,Being able to upload budgets and having a centralized location for people to reference budget numbers is help. It helps to reduce the confusion of having an Excel spreadsheet as reference. Robust but Lacks,other,Other
593800,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-01-29T12:29:26.041-06:00,4.5,0,0.3343,recommendations,"Accounting General Ledger, Accounts Payable, Prepaid, Bank Reconciliations, Fixed Assets, Inventory Management, Electronic Payment ACH and Wire, Check Payment. Good ERP",payroll_hr,Payroll & HR
526572,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-01-02T11:51:37.650-06:00,4.0,0,0.3869,recommendations,"Accounting by hand would be truly painful. For the most part, it’s a good program.",payroll_hr,Payroll & HR
681459,MSFT-D365-001,Microsoft Dynamics 365,enterprise,g2,2018-04-22T11:23:30.532-05:00,3.0,2,1.0,recommendations,Pulling prior year data for audit purposes. I am glad we switch to Oracle.,accounting_bookkeeping,Accounting & Bookkeeping
793180,MSFT-D365-001,Microsoft Dynamics 365,mid-market,g2,2018-07-24T14:20:40.491-05:00,2.5,17,1.0,recommendations,Helps keeping everything structured Navision,other,Other
